chunk_id,n_cells,n_viol,worst_excess,worst_record
128,2000,0,0.000e+00,"None"
129,2000,0,0.000e+00,"None"
130,2000,0,0.000e+00,"None"
131,2000,0,0.000e+00,"None"
132,2000,0,0.000e+00,"None"
133,2000,0,0.000e+00,"None"
134,2000,0,0.000e+00,"None"
135,2000,0,0.000e+00,"None"
136,2000,0,0.000e+00,"None"
137,2000,0,0.000e+00,"None"
138,2000,0,0.000e+00,"None"
139,2000,0,0.000e+00,"None"
140,2000,0,0.000e+00,"None"
141,2000,0,0.000e+00,"None"
142,2000,0,0.000e+00,"None"
143,2000,0,0.000e+00,"None"
144,2000,0,0.000e+00,"None"
145,2000,0,0.000e+00,"None"
146,2000,0,0.000e+00,"None"
147,2000,0,0.000e+00,"None"
148,2000,0,0.000e+00,"None"
149,2000,0,0.000e+00,"None"
150,2000,0,0.000e+00,"None"
151,2000,0,0.000e+00,"None"
152,2000,0,0.000e+00,"None"
153,2000,0,0.000e+00,"None"
154,2000,0,0.000e+00,"None"
155,2000,0,0.000e+00,"None"
156,2000,0,0.000e+00,"None"
157,2000,0,0.000e+00,"None"
158,2000,0,0.000e+00,"None"
159,2000,0,0.000e+00,"None"
160,2000,0,0.000e+00,"None"
161,2000,0,0.000e+00,"None"
162,2000,0,0.000e+00,"None"
163,2000,0,0.000e+00,"None"
164,2000,0,0.000e+00,"None"
166,2000,0,0.000e+00,"None"
165,2000,0,0.000e+00,"None"
167,2000,0,0.000e+00,"None"
168,2000,0,0.000e+00,"None"
169,2000,0,0.000e+00,"None"
170,2000,0,0.000e+00,"None"
171,2000,0,0.000e+00,"None"
172,2000,0,0.000e+00,"None"
173,2000,0,0.000e+00,"None"
174,2000,0,0.000e+00,"None"
175,2000,0,0.000e+00,"None"
176,2000,0,0.000e+00,"None"
177,2000,0,0.000e+00,"None"
178,2000,0,0.000e+00,"None"
179,2000,0,0.000e+00,"None"
180,2000,0,0.000e+00,"None"
181,2000,0,0.000e+00,"None"
182,2000,0,0.000e+00,"None"
183,2000,0,0.000e+00,"None"
184,2000,0,0.000e+00,"None"
185,2000,0,0.000e+00,"None"
186,2000,0,0.000e+00,"None"
187,2000,0,0.000e+00,"None"
188,2000,0,0.000e+00,"None"
189,2000,0,0.000e+00,"None"
190,2000,0,0.000e+00,"None"
191,2000,0,0.000e+00,"None"
192,2000,0,0.000e+00,"None"
194,2000,0,0.000e+00,"None"
193,2000,0,0.000e+00,"None"
195,2000,0,0.000e+00,"None"
196,2000,0,0.000e+00,"None"
197,2000,0,0.000e+00,"None"
198,2000,0,0.000e+00,"None"
199,2000,0,0.000e+00,"None"
200,2000,0,0.000e+00,"None"
201,2000,0,0.000e+00,"None"
202,2000,0,0.000e+00,"None"
203,2000,0,0.000e+00,"None"
204,2000,0,0.000e+00,"None"
205,2000,0,0.000e+00,"None"
206,2000,0,0.000e+00,"None"
207,2000,0,0.000e+00,"None"
208,2000,0,0.000e+00,"None"
209,2000,0,0.000e+00,"None"
210,2000,0,0.000e+00,"None"
211,2000,0,0.000e+00,"None"
212,2000,0,0.000e+00,"None"
213,2000,0,0.000e+00,"None"
215,2000,0,0.000e+00,"None"
214,2000,0,0.000e+00,"None"
216,2000,0,0.000e+00,"None"
217,2000,0,0.000e+00,"None"
218,2000,0,0.000e+00,"None"
219,2000,0,0.000e+00,"None"
220,2000,0,0.000e+00,"None"
221,2000,0,0.000e+00,"None"
222,2000,0,0.000e+00,"None"
223,2000,0,0.000e+00,"None"
224,2000,0,0.000e+00,"None"
225,2000,0,0.000e+00,"None"
226,2000,0,0.000e+00,"None"
227,2000,0,0.000e+00,"None"
228,2000,0,0.000e+00,"None"
229,2000,0,0.000e+00,"None"
230,2000,0,0.000e+00,"None"
231,2000,0,0.000e+00,"None"
232,2000,0,0.000e+00,"None"
233,2000,0,0.000e+00,"None"
234,2000,0,0.000e+00,"None"
235,2000,0,0.000e+00,"None"
236,2000,0,0.000e+00,"None"
237,2000,0,0.000e+00,"None"
238,2000,0,0.000e+00,"None"
239,2000,0,0.000e+00,"None"
240,2000,0,0.000e+00,"None"
241,2000,0,0.000e+00,"None"
242,2000,0,0.000e+00,"None"
243,2000,0,0.000e+00,"None"
244,2000,0,0.000e+00,"None"
245,2000,0,0.000e+00,"None"
246,2000,0,0.000e+00,"None"
247,2000,0,0.000e+00,"None"
248,2000,0,0.000e+00,"None"
249,2000,0,0.000e+00,"None"
250,2000,0,0.000e+00,"None"
251,2000,0,0.000e+00,"None"
252,2000,0,0.000e+00,"None"
253,2000,0,0.000e+00,"None"
254,2000,0,0.000e+00,"None"
255,2000,0,0.000e+00,"None"
256,2000,0,0.000e+00,"None"
257,2000,0,0.000e+00,"None"
258,2000,0,0.000e+00,"None"
259,2000,0,0.000e+00,"None"
260,2000,0,0.000e+00,"None"
261,2000,0,0.000e+00,"None"
262,2000,0,0.000e+00,"None"
263,2000,0,0.000e+00,"None"
264,2000,0,0.000e+00,"None"
265,2000,0,0.000e+00,"None"
266,2000,0,0.000e+00,"None"
267,2000,0,0.000e+00,"None"
268,2000,0,0.000e+00,"None"
269,2000,0,0.000e+00,"None"
270,2000,0,0.000e+00,"None"
272,2000,0,0.000e+00,"None"
271,2000,0,0.000e+00,"None"
273,2000,0,0.000e+00,"None"
274,2000,0,0.000e+00,"None"
275,2000,0,0.000e+00,"None"
276,2000,0,0.000e+00,"None"
277,2000,0,0.000e+00,"None"
279,2000,0,0.000e+00,"None"
278,2000,0,0.000e+00,"None"
280,2000,0,0.000e+00,"None"
281,2000,0,0.000e+00,"None"
282,2000,0,0.000e+00,"None"
283,2000,0,0.000e+00,"None"
284,2000,0,0.000e+00,"None"
286,2000,0,0.000e+00,"None"
285,2000,0,0.000e+00,"None"
287,2000,0,0.000e+00,"None"
288,2000,0,0.000e+00,"None"
289,2000,0,0.000e+00,"None"
290,2000,0,0.000e+00,"None"
291,2000,0,0.000e+00,"None"
293,2000,0,0.000e+00,"None"
292,2000,0,0.000e+00,"None"
294,2000,0,0.000e+00,"None"
295,2000,0,0.000e+00,"None"
296,2000,0,0.000e+00,"None"
297,2000,0,0.000e+00,"None"
298,2000,0,0.000e+00,"None"
299,2000,0,0.000e+00,"None"
300,2000,0,0.000e+00,"None"
301,2000,0,0.000e+00,"None"
302,2000,0,0.000e+00,"None"
303,2000,0,0.000e+00,"None"
304,2000,0,0.000e+00,"None"
305,2000,0,0.000e+00,"None"
306,2000,0,0.000e+00,"None"
307,2000,0,0.000e+00,"None"
308,2000,0,0.000e+00,"None"
309,2000,0,0.000e+00,"None"
310,2000,0,0.000e+00,"None"
311,2000,0,0.000e+00,"None"
312,2000,0,0.000e+00,"None"
313,2000,0,0.000e+00,"None"
314,2000,0,0.000e+00,"None"
315,2000,0,0.000e+00,"None"
316,2000,0,0.000e+00,"None"
317,2000,0,0.000e+00,"None"
318,2000,0,0.000e+00,"None"
319,2000,0,0.000e+00,"None"
320,2000,0,0.000e+00,"None"
321,2000,0,0.000e+00,"None"
322,2000,0,0.000e+00,"None"
323,2000,0,0.000e+00,"None"
324,2000,0,0.000e+00,"None"
325,2000,0,0.000e+00,"None"
326,2000,0,0.000e+00,"None"
327,2000,0,0.000e+00,"None"
328,2000,0,0.000e+00,"None"
329,2000,0,0.000e+00,"None"
330,2000,0,0.000e+00,"None"
331,2000,0,0.000e+00,"None"
332,2000,0,0.000e+00,"None"
333,2000,0,0.000e+00,"None"
334,2000,0,0.000e+00,"None"
335,2000,0,0.000e+00,"None"
336,2000,0,0.000e+00,"None"
337,2000,0,0.000e+00,"None"
338,2000,0,0.000e+00,"None"
339,2000,0,0.000e+00,"None"
340,2000,0,0.000e+00,"None"
342,2000,0,0.000e+00,"None"
341,2000,0,0.000e+00,"None"
343,2000,0,0.000e+00,"None"
344,2000,0,0.000e+00,"None"
345,2000,0,0.000e+00,"None"
346,2000,0,0.000e+00,"None"
347,2000,0,0.000e+00,"None"
348,2000,0,0.000e+00,"None"
349,2000,0,0.000e+00,"None"
350,2000,0,0.000e+00,"None"
351,2000,0,0.000e+00,"None"
352,2000,0,0.000e+00,"None"
353,2000,0,0.000e+00,"None"
354,2000,0,0.000e+00,"None"
355,2000,0,0.000e+00,"None"
356,2000,0,0.000e+00,"None"
357,2000,0,0.000e+00,"None"
358,2000,0,0.000e+00,"None"
359,2000,0,0.000e+00,"None"
360,2000,0,0.000e+00,"None"
361,2000,0,0.000e+00,"None"
362,2000,0,0.000e+00,"None"
363,2000,0,0.000e+00,"None"
364,2000,0,0.000e+00,"None"
365,2000,0,0.000e+00,"None"
366,2000,0,0.000e+00,"None"
367,2000,0,0.000e+00,"None"
368,2000,0,0.000e+00,"None"
369,2000,0,0.000e+00,"None"
370,2000,0,0.000e+00,"None"
